Number,Title,Yardage,Description,TSS,Duration
3,Triathlon Swim Series - Open Water Skills #3*,2000,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",24,1760
3,Triathlon Swim Series - Open Water Skills #3*,2500,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",30,2200
3,Triathlon Swim Series - Open Water Skills #3*,3000,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",36,2640
3,Triathlon Swim Series - Open Water Skills #3*,3500,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",42,3080
3,Triathlon Swim Series - Open Water Skills #3*,3200,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",38,2816
2,Triathlon Swim Series - Endurance Build #2 - [WKT #4],2000,"Warm Up 400 as: - 200 Swim @50-70% - 100 Pull/Paddles @70% - 4x25 FAST Swim - Take 10s Drill Set - Take 5-10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% - Take 10s) Main Set 6x100 Swim in 1:28 (CS) on 1:40 2x250 Swim in 3:43–3:46 (Z2) on 3:55 500 Swim in 7:28–7:34 (Z2) on 7:50 4x100 Swim in 1:24 (5%) on 1:40 Cool Down 4x25 Finger Tip Drag - Take 5s 100 Swim br 3/5/7/3 by 25",24,1760
2,Triathlon Swim Series - Endurance Build #2 - [WKT #4],2500,"Warm Up 400 as: - 200 Swim @50-70% - 100 Pull/Paddles @70% - 4x25 FAST Swim - Take 10s Drill Set - Take 5-10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% - Take 10s) Main Set 6x100 Swim in 1:28 (CS) on 1:40 2x250 Swim in 3:43–3:46 (Z2) on 3:55 500 Swim in 7:28–7:34 (Z2) on 7:50 4x100 Swim in 1:24 (5%) on 1:40 Cool Down 4x25 Finger Tip Drag - Take 5s 100 Swim br 3/5/7/3 by 25",30,2200
2,Triathlon Swim Series - Endurance Build #2 - [WKT #4],3000,"Warm Up 400 as: - 200 Swim @50-70% - 100 Pull/Paddles @70% - 4x25 FAST Swim - Take 10s Drill Set - Take 5-10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% - Take 10s) Main Set 6x100 Swim in 1:28 (CS) on 1:40 2x250 Swim in 3:43–3:46 (Z2) on 3:55 500 Swim in 7:28–7:34 (Z2) on 7:50 4x100 Swim in 1:24 (5%) on 1:40 Cool Down 4x25 Finger Tip Drag - Take 5s 100 Swim br 3/5/7/3 by 25",36,2640
2,Triathlon Swim Series - Endurance Build #2 - [WKT #4],3500,"Warm Up 400 as: - 200 Swim @50-70% - 100 Pull/Paddles @70% - 4x25 FAST Swim - Take 10s Drill Set - Take 5-10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% - Take 10s) Main Set 6x100 Swim in 1:28 (CS) on 1:40 2x250 Swim in 3:43–3:46 (Z2) on 3:55 500 Swim in 7:28–7:34 (Z2) on 7:50 4x100 Swim in 1:24 (5%) on 1:40 Cool Down 4x25 Finger Tip Drag - Take 5s 100 Swim br 3/5/7/3 by 25",42,3080
2,Triathlon Swim Series - Endurance Build #2 - [WKT #4],3200,"Warm Up 400 as: - 200 Swim @50-70% - 100 Pull/Paddles @70% - 4x25 FAST Swim - Take 10s Drill Set - Take 5-10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% - Take 10s) Main Set 6x100 Swim in 1:28 (CS) on 1:40 2x250 Swim in 3:43–3:46 (Z2) on 3:55 500 Swim in 7:28–7:34 (Z2) on 7:50 4x100 Swim in 1:24 (5%) on 1:40 Cool Down 4x25 Finger Tip Drag - Take 5s 100 Swim br 3/5/7/3 by 25",38,2816
2,Triathlon Swim Series - Speed and Power #2 - [WKT #5],2000,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 FAST Swim - Take 5-10s Drill Set 6x50 as 25 Front Scull / 25 Swim - Take 5-10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :42 (5%) on 1:00 8x25 Swim in :20 (10%) on :35 2x100 Swim in 1:28 (CS) on 1:40 200 Swim in 2:59–3:02 (Z2) on 3:15 12x50 Swim in :42 (5%) on 1:00 Cool Down 4x25 Scull - Take 5s 100 Choice",24,1760
2,Triathlon Swim Series - Speed and Power #2 - [WKT #5],2500,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 FAST Swim - Take 5-10s Drill Set 6x50 as 25 Front Scull / 25 Swim - Take 5-10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :42 (5%) on 1:00 8x25 Swim in :20 (10%) on :35 2x100 Swim in 1:28 (CS) on 1:40 200 Swim in 2:59–3:02 (Z2) on 3:15 12x50 Swim in :42 (5%) on 1:00 Cool Down 4x25 Scull - Take 5s 100 Choice",30,2200
2,Triathlon Swim Series - Speed and Power #2 - [WKT #5],3000,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 FAST Swim - Take 5-10s Drill Set 6x50 as 25 Front Scull / 25 Swim - Take 5-10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :42 (5%) on 1:00 8x25 Swim in :20 (10%) on :35 2x100 Swim in 1:28 (CS) on 1:40 200 Swim in 2:59–3:02 (Z2) on 3:15 12x50 Swim in :42 (5%) on 1:00 Cool Down 4x25 Scull - Take 5s 100 Choice",36,2640
2,Triathlon Swim Series - Speed and Power #2 - [WKT #5],3500,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 FAST Swim - Take 5-10s Drill Set 6x50 as 25 Front Scull / 25 Swim - Take 5-10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :42 (5%) on 1:00 8x25 Swim in :20 (10%) on :35 2x100 Swim in 1:28 (CS) on 1:40 200 Swim in 2:59–3:02 (Z2) on 3:15 12x50 Swim in :42 (5%) on 1:00 Cool Down 4x25 Scull - Take 5s 100 Choice",42,3080
2,Triathlon Swim Series - Speed and Power #2 - [WKT #5],3200,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 FAST Swim - Take 5-10s Drill Set 6x50 as 25 Front Scull / 25 Swim - Take 5-10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :42 (5%) on 1:00 8x25 Swim in :20 (10%) on :35 2x100 Swim in 1:28 (CS) on 1:40 200 Swim in 2:59–3:02 (Z2) on 3:15 12x50 Swim in :42 (5%) on 1:00 Cool Down 4x25 Scull - Take 5s 100 Choice",38,2816
2,Triathlon Swim Series - Open Water Skills #2 - [WKT #6*],2000,"Warm Up 700 as: - 300 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 FAST Paddles - Take 5-10s Drill Set 6x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 8x25 TARZAN Swim - Take 5-10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls - Take 20s Cool Down 4x25 Press Your Buoy Drill - Take 5-10s 4x25 TARZAN Swim - Take 5-10s 100 Choice",24,1760
2,Triathlon Swim Series - Open Water Skills #2 - [WKT #6*],2500,"Warm Up 700 as: - 300 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 FAST Paddles - Take 5-10s Drill Set 6x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 8x25 TARZAN Swim - Take 5-10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls - Take 20s Cool Down 4x25 Press Your Buoy Drill - Take 5-10s 4x25 TARZAN Swim - Take 5-10s 100 Choice",30,2200
2,Triathlon Swim Series - Open Water Skills #2 - [WKT #6*],3000,"Warm Up 700 as: - 300 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 FAST Paddles - Take 5-10s Drill Set 6x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 8x25 TARZAN Swim - Take 5-10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls - Take 20s Cool Down 4x25 Press Your Buoy Drill - Take 5-10s 4x25 TARZAN Swim - Take 5-10s 100 Choice",36,2640
2,Triathlon Swim Series - Open Water Skills #2 - [WKT #6*],3500,"Warm Up 700 as: - 300 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 FAST Paddles - Take 5-10s Drill Set 6x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 8x25 TARZAN Swim - Take 5-10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls - Take 20s Cool Down 4x25 Press Your Buoy Drill - Take 5-10s 4x25 TARZAN Swim - Take 5-10s 100 Choice",42,3080
2,Triathlon Swim Series - Open Water Skills #2 - [WKT #6*],3200,"Warm Up 700 as: - 300 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 FAST Paddles - Take 5-10s Drill Set 6x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 8x25 TARZAN Swim - Take 5-10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls - Take 20s Cool Down 4x25 Press Your Buoy Drill - Take 5-10s 4x25 TARZAN Swim - Take 5-10s 100 Choice",38,2816
3,Triathlon Swim Series - Endurance Build #3 - [WKT #7],2000,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 in 5:58–6:03 (Z2) #3 - @70% br3 #4 in 5:51–5:56 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",24,1760
3,Triathlon Swim Series - Endurance Build #3 - [WKT #7],2500,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 in 5:58–6:03 (Z2) #3 - @70% br3 #4 in 5:51–5:56 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",30,2200
3,Triathlon Swim Series - Endurance Build #3 - [WKT #7],3000,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 in 5:58–6:03 (Z2) #3 - @70% br3 #4 in 5:51–5:56 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",36,2640
3,Triathlon Swim Series - Endurance Build #3 - [WKT #7],3500,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 in 5:58–6:03 (Z2) #3 - @70% br3 #4 in 5:51–5:56 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",42,3080
3,Triathlon Swim Series - Endurance Build #3 - [WKT #7],3200,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 in 5:58–6:03 (Z2) #3 - @70% br3 #4 in 5:51–5:56 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",38,2816
3,Triathlon Swim Series - Speed and Power #3 - [WKT #8],2000,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% Pre-Set 10x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 4:28–4:32 (Z2) on 4:45 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split 6x50 Swim in :42 (5%) on 1:00 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",24,1760
3,Triathlon Swim Series - Speed and Power #3 - [WKT #8],2500,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% Pre-Set 10x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 4:28–4:32 (Z2) on 4:45 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split 6x50 Swim in :42 (5%) on 1:00 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",30,2200
3,Triathlon Swim Series - Speed and Power #3 - [WKT #8],3000,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% Pre-Set 10x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 4:28–4:32 (Z2) on 4:45 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split 6x50 Swim in :42 (5%) on 1:00 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",36,2640
3,Triathlon Swim Series - Speed and Power #3 - [WKT #8],3500,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% Pre-Set 10x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 4:28–4:32 (Z2) on 4:45 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split 6x50 Swim in :42 (5%) on 1:00 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",42,3080
3,Triathlon Swim Series - Speed and Power #3 - [WKT #8],3200,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% Pre-Set 10x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 4:28–4:32 (Z2) on 4:45 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split 6x50 Swim in :42 (5%) on 1:00 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",38,2816
3,Triathlon Swim Series - Open Water Skills #3 - [WKT #9*],2000,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",24,1760
3,Triathlon Swim Series - Open Water Skills #3 - [WKT #9*],2500,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",30,2200
