Number,Title,Yardage,Description,TSS,Duration
3,Open Water Skills #1,2000,"Warm Up 600 as: - 300 Swim @50–70% - 8x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 8x25 Press Your Buoy Drill – Take 5–10s 8x25 TARZAN Swim – Take 5–10s Pre-Set 4x50 Swim as 25 HIGH Turnover, 25 Steady 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set (Two Times Through...) - 2x400 in 7:03-7:08 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",40,2392
3,Open Water Skills #1,2500,"Warm Up 600 as: - 300 Swim @50–70% - 8x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 8x25 Press Your Buoy Drill – Take 5–10s 8x25 TARZAN Swim – Take 5–10s Pre-Set 4x50 Swim as 25 HIGH Turnover, 25 Steady 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set (Two Times Through...) - 2x400 in 7:03-7:08 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",50,2989
3,Open Water Skills #1,3000,"Warm Up 600 as: - 300 Swim @50–70% - 8x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 8x25 Press Your Buoy Drill – Take 5–10s 8x25 TARZAN Swim – Take 5–10s Pre-Set 4x50 Swim as 25 HIGH Turnover, 25 Steady 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set (Two Times Through...) - 2x400 in 7:03-7:08 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",60,3587
3,Open Water Skills #1,3500,"Warm Up 600 as: - 300 Swim @50–70% - 8x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 8x25 Press Your Buoy Drill – Take 5–10s 8x25 TARZAN Swim – Take 5–10s Pre-Set 4x50 Swim as 25 HIGH Turnover, 25 Steady 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set (Two Times Through...) - 2x400 in 7:03-7:08 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",70,4186
3,Open Water Skills #1,3899,"Warm Up 600 as: - 300 Swim @50–70% - 8x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 8x25 Press Your Buoy Drill – Take 5–10s 8x25 TARZAN Swim – Take 5–10s Pre-Set 4x50 Swim as 25 HIGH Turnover, 25 Steady 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set (Two Times Through...) - 2x400 in 7:03-7:08 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",77,4663
4,Endurance Build #2,2000,"Warm Up 400 as: - 200 Swim @50–70% - 100 Pull/Paddles @70% - 4x25 FAST Swim – Take 10s Drill Set – Take 5–10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% – Take 10s) Main Set 6x100 Swim in 1:44 (CS) on 1:55 2x250 Swim in 4:24–4:27 (Z2) on 4:40 500 Swim in 8:49–8:55 (Z2) – Take 20s 4x100 Swim in 1:39 (5%) on 1:55 Cool Down 4x25 Finger Tip Drag – Take 5s 100 Swim br 3/5/7/3 by 25",40,2392
4,Endurance Build #2,2500,"Warm Up 400 as: - 200 Swim @50–70% - 100 Pull/Paddles @70% - 4x25 FAST Swim – Take 10s Drill Set – Take 5–10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% – Take 10s) Main Set 6x100 Swim in 1:44 (CS) on 1:55 2x250 Swim in 4:24–4:27 (Z2) on 4:40 500 Swim in 8:49–8:55 (Z2) – Take 20s 4x100 Swim in 1:39 (5%) on 1:55 Cool Down 4x25 Finger Tip Drag – Take 5s 100 Swim br 3/5/7/3 by 25",50,2989
4,Endurance Build #2,3000,"Warm Up 400 as: - 200 Swim @50–70% - 100 Pull/Paddles @70% - 4x25 FAST Swim – Take 10s Drill Set – Take 5–10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% – Take 10s) Main Set 6x100 Swim in 1:44 (CS) on 1:55 2x250 Swim in 4:24–4:27 (Z2) on 4:40 500 Swim in 8:49–8:55 (Z2) – Take 20s 4x100 Swim in 1:39 (5%) on 1:55 Cool Down 4x25 Finger Tip Drag – Take 5s 100 Swim br 3/5/7/3 by 25",60,3587
4,Endurance Build #2,3499,"Warm Up 400 as: - 200 Swim @50–70% - 100 Pull/Paddles @70% - 4x25 FAST Swim – Take 10s Drill Set – Take 5–10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% – Take 10s) Main Set 6x100 Swim in 1:44 (CS) on 1:55 2x250 Swim in 4:24–4:27 (Z2) on 4:40 500 Swim in 8:49–8:55 (Z2) – Take 20s 4x100 Swim in 1:39 (5%) on 1:55 Cool Down 4x25 Finger Tip Drag – Take 5s 100 Swim br 3/5/7/3 by 25",69,4184
4,Endurance Build #2,3500,"Warm Up 400 as: - 200 Swim @50–70% - 100 Pull/Paddles @70% - 4x25 FAST Swim – Take 10s Drill Set – Take 5–10s after each 50 Six Times Through... - 25 Finger Tip Drag - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% – Take 10s) Main Set 6x100 Swim in 1:44 (CS) on 1:55 2x250 Swim in 4:24–4:27 (Z2) on 4:40 500 Swim in 8:49–8:55 (Z2) – Take 20s 4x100 Swim in 1:39 (5%) on 1:55 Cool Down 4x25 Finger Tip Drag – Take 5s 100 Swim br 3/5/7/3 by 25",70,4186
5,Speed and Power #2,2000,"Warm Up 500 as: - 200 Swim @50–70% - 4x25 Kick – Take 5s - 100 Pull @60–70% - 4x25 FAST Swim – Take 5–10s Drill Set 6x50 as 25 Front Scull / 25 Swim – Take 5–10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :49 (5%) on 1:05 8x25 Swim in :23 (10%) on :40 2x100 Swim in 1:44 (CS) on 1:55 200 Swim in 3:31–3:34 (Z2) on 3:45 12x50 Swim in :49 (5%) on 1:05 Cool Down 4x25 Scull – Take 5s 100 Choice",40,2392
5,Speed and Power #2,2500,"Warm Up 500 as: - 200 Swim @50–70% - 4x25 Kick – Take 5s - 100 Pull @60–70% - 4x25 FAST Swim – Take 5–10s Drill Set 6x50 as 25 Front Scull / 25 Swim – Take 5–10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :49 (5%) on 1:05 8x25 Swim in :23 (10%) on :40 2x100 Swim in 1:44 (CS) on 1:55 200 Swim in 3:31–3:34 (Z2) on 3:45 12x50 Swim in :49 (5%) on 1:05 Cool Down 4x25 Scull – Take 5s 100 Choice",50,2989
5,Speed and Power #2,3000,"Warm Up 500 as: - 200 Swim @50–70% - 4x25 Kick – Take 5s - 100 Pull @60–70% - 4x25 FAST Swim – Take 5–10s Drill Set 6x50 as 25 Front Scull / 25 Swim – Take 5–10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :49 (5%) on 1:05 8x25 Swim in :23 (10%) on :40 2x100 Swim in 1:44 (CS) on 1:55 200 Swim in 3:31–3:34 (Z2) on 3:45 12x50 Swim in :49 (5%) on 1:05 Cool Down 4x25 Scull – Take 5s 100 Choice",60,3587
5,Speed and Power #2,3499,"Warm Up 500 as: - 200 Swim @50–70% - 4x25 Kick – Take 5s - 100 Pull @60–70% - 4x25 FAST Swim – Take 5–10s Drill Set 6x50 as 25 Front Scull / 25 Swim – Take 5–10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :49 (5%) on 1:05 8x25 Swim in :23 (10%) on :40 2x100 Swim in 1:44 (CS) on 1:55 200 Swim in 3:31–3:34 (Z2) on 3:45 12x50 Swim in :49 (5%) on 1:05 Cool Down 4x25 Scull – Take 5s 100 Choice",69,4184
5,Speed and Power #2,3500,"Warm Up 500 as: - 200 Swim @50–70% - 4x25 Kick – Take 5s - 100 Pull @60–70% - 4x25 FAST Swim – Take 5–10s Drill Set 6x50 as 25 Front Scull / 25 Swim – Take 5–10s Pre-Set 500 Swim as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 16x50 Swim in :49 (5%) on 1:05 8x25 Swim in :23 (10%) on :40 2x100 Swim in 1:44 (CS) on 1:55 200 Swim in 3:31–3:34 (Z2) on 3:45 12x50 Swim in :49 (5%) on 1:05 Cool Down 4x25 Scull – Take 5s 100 Choice",70,4186
6,Open Water Skills #2 - [WKT #6*],2000,"Warm Up 700 as: - 300 Swim @50–70% - 4x25 Kick – Take 5s - 200 Pull @60–70% - 4x25 FAST Paddles – Take 5–10s Drill Set 6x50 Swim @80% – sight every 6 strokes – Take 10–15s Pre-Set 8x25 TARZAN Swim – Take 5–10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 – Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls – Take 20s Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",40,2392
6,Open Water Skills #2 - [WKT #6*],2500,"Warm Up 700 as: - 300 Swim @50–70% - 4x25 Kick – Take 5s - 200 Pull @60–70% - 4x25 FAST Paddles – Take 5–10s Drill Set 6x50 Swim @80% – sight every 6 strokes – Take 10–15s Pre-Set 8x25 TARZAN Swim – Take 5–10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 – Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls – Take 20s Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",50,2989
6,Open Water Skills #2 - [WKT #6*],3000,"Warm Up 700 as: - 300 Swim @50–70% - 4x25 Kick – Take 5s - 200 Pull @60–70% - 4x25 FAST Paddles – Take 5–10s Drill Set 6x50 Swim @80% – sight every 6 strokes – Take 10–15s Pre-Set 8x25 TARZAN Swim – Take 5–10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 – Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls – Take 20s Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",60,3587
6,Open Water Skills #2 - [WKT #6*],3499,"Warm Up 700 as: - 300 Swim @50–70% - 4x25 Kick – Take 5s - 200 Pull @60–70% - 4x25 FAST Paddles – Take 5–10s Drill Set 6x50 Swim @80% – sight every 6 strokes – Take 10–15s Pre-Set 8x25 TARZAN Swim – Take 5–10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 – Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls – Take 20s Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",69,4184
6,Open Water Skills #2 - [WKT #6*],3500,"Warm Up 700 as: - 300 Swim @50–70% - 4x25 Kick – Take 5s - 200 Pull @60–70% - 4x25 FAST Paddles – Take 5–10s Drill Set 6x50 Swim @80% – sight every 6 strokes – Take 10–15s Pre-Set 8x25 TARZAN Swim – Take 5–10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 – Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls – Take 20s Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",70,4186
7,Endurance Build #3,2000,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 7:03-7:08 (Z2) #3 - @70% br3 #4 - in 6:55-7:00 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",40,2392
7,Endurance Build #3,2500,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 7:03-7:08 (Z2) #3 - @70% br3 #4 - in 6:55-7:00 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",50,2989
7,Endurance Build #3,3000,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 7:03-7:08 (Z2) #3 - @70% br3 #4 - in 6:55-7:00 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",60,3587
7,Endurance Build #3,3499,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 7:03-7:08 (Z2) #3 - @70% br3 #4 - in 6:55-7:00 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",69,4184
7,Endurance Build #3,3500,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 7:03-7:08 (Z2) #3 - @70% br3 #4 - in 6:55-7:00 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",70,4186
8,Speed and Power #3,2000,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% over the entire 50 Pre-Set 10x50 - Take 10-15s between each, as: - ODDS: Swim @70% w/ an OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 5:17-5:21 (Z2) - Take 15s 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split, 2nd 100 faster than the first 6x50 Swim in :49 (5%) on 1:05 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",40,2392
8,Speed and Power #3,2500,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% over the entire 50 Pre-Set 10x50 - Take 10-15s between each, as: - ODDS: Swim @70% w/ an OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 5:17-5:21 (Z2) - Take 15s 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split, 2nd 100 faster than the first 6x50 Swim in :49 (5%) on 1:05 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",50,2989
8,Speed and Power #3,3000,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% over the entire 50 Pre-Set 10x50 - Take 10-15s between each, as: - ODDS: Swim @70% w/ an OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 5:17-5:21 (Z2) - Take 15s 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split, 2nd 100 faster than the first 6x50 Swim in :49 (5%) on 1:05 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",60,3587
8,Speed and Power #3,3499,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% over the entire 50 Pre-Set 10x50 - Take 10-15s between each, as: - ODDS: Swim @70% w/ an OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 5:17-5:21 (Z2) - Take 15s 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split, 2nd 100 faster than the first 6x50 Swim in :49 (5%) on 1:05 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",69,4184
8,Speed and Power #3,3500,"Warm Up 500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s Drill Set 6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% over the entire 50 Pre-Set 10x50 - Take 10-15s between each, as: - ODDS: Swim @70% w/ an OVER-Kick - EVENS: Pull @70-80% Main Set 3x300 Swim in 5:17-5:21 (Z2) - Take 15s 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split, 2nd 100 faster than the first 6x50 Swim in :49 (5%) on 1:05 Cool Down 2x50 EASY Swim br3 - Take 10s 100 Choice",70,4186
9,Open Water Skills #3 - [WKT #9*],2000,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",40,2392
9,Open Water Skills #3 - [WKT #9*],2500,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",50,2989
9,Open Water Skills #3 - [WKT #9*],3000,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",60,3587
9,Open Water Skills #3 - [WKT #9*],3499,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 8x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 4x25 TARZAN Swim - Take 5-10s 6x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 10x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 2x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 4x25 Single-Arm Drill - Take 5-10s 100 Choice",69,4184
